"EstablishmentCode","EstablishmentName","IsLibraryAvailable","AvailableBooksCount","IsFireExtgAvailable","ExtinguisherCount","HOIRoomAvailable","IsStaffRoomAvailable","NoofStaffRoom","IsLockerForStaffAvailable","IsSportsStoreRoomAvailable"
"S0145","DODACHEN GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","1","Available","Not Available","0","Not Available","Not Available"
"S0556","DODAK GOVERNMENT SECONDARY SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0175","DOKCHEN GOVERNMENT PRIMARY SCHOOL","Available","25","Available","2","Available","Available","1","Not Available","Not Available"
"S0235","DOKSING GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0910","DOLPHIN ACADEMY,CHUJACHEN","Available","200","Available","1","Not Available","Not Available","0","Not Available","Available"
"S1075","DON BOSCO SCHOOL, MALBASEY","Available","0","Available","6","Available","Available","1","Available","Available"
"S0651","DONAK GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0898","DONALD MEMORIAL ACADEMY RHENOCK","Not Available","0","Available","1","Available","Available","1","Available","Available"
"S0551","DONG AMBOTEY GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0433","DONG TINGLEY GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0081","DONGEYTHANG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0136","DONGRONG MANPUR GOVERNMENT PRIMARY SCHOOL","Not Available","0","Not Available","0","Available","Not Available","0","Not Available","Not Available"
"S0687","DOZAK GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Not Available","0","Available","Not Available","0","Not Available","Available"
"S0962","DREAM LAND ACADEMY, DEORALI","Available","120","Available","1","Available","Available","1","Not Available","Available"
"S0961","DREAM LAND ACADEMY, TADONG","Available","100","Available","1","Available","Available","1","Not Available","Available"
"S1141","DREAMLAND ACADEMY, HEE PATAL","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S1232","DREAMLAND ACADEMY, UTTAREY","Not Available","0","Not Available","0","Not Available","Available","1","Not Available","Not Available"
"S0409","DUE DENTAM GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0111","DUGA GOVERNMENT SECONDARY SCHOOL","Available","0","Available","5","Available","Available","1","Not Available","Not Available"
"S0472","DUGALAKHA GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","4","Available","Available","1","Not Available","Not Available"
"S0996","EAST POINT ENGLISH SCHOOL, NEH BROOM","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0860","EAST POINT SENIOR SECONDARY SCHOOL, SINGTAM","Available","1000","Available","0","Available","Available","2","Not Available","Available"
"S1002","EAST POINT, YANGYANG","Not Available","0","Available","1","Available","Not Available","0","Not Available","Available"
"S0856","EASWARAMMA SAI GURUKOOL ACCADEMY","Not Available","0","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0823","EBENEZER ACADEMY","Available","150","Not Available","0","Not Available","Not Available","0","Not Available","Available"
"S1176","EDEN GARDEN ENGLISH SCHOOL(P.S), TARKU","Available","0","Available","2","Not Available","Available","1","Not Available","Available"
"S1251","EDEN GARDEN SCHOOL, BORDANG BUSTY","Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Available"
"S0986","E-KIDS SCHOOL, MELLI CHALISAY","Not Available","0","Available","1","Not Available","Available","1","Not Available","Not Available"
"S1433","EKLAVYA MODEL RESIDENTAL SCHOOL","Available","2000","Available","5","Available","Available","1","Available","Not Available"
"S0979","EKLAVYA MODEL RESIDENTIAL SCHOOL, SWAYEM","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S1375","EL-OLAM BETHESDA ACADEMY","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0488","ENCHEY GOVERNMENT SENIOR SECONDARY SCHOOL","Available","1708","Available","5","Available","Available","2","Not Available","Not Available"
"S0895","ENLIGHTEN ACADEMY, BOJOGHARI","Available","250","Available","2","Available","Available","1","Not Available","Available"
"S0886","ENLIGHTENED ACADEMY, SAMDONG","Not Available","0","Available","1","Available","Available","1","Not Available","Not Available"
"S0843","ENLIGHTENED EDUCATIONAL INSTITUTE , ASSANGTHANG","Available","150","Available","1","Available","Available","1","Not Available","Not Available"
"S0870","ETERNAL ENGLISH SCHOOL, WEST PENDAM","Available","0","Available","1","Not Available","Not Available","0","Not Available","Not Available"
"S1162","EUREKA ENGLISH SCHOOL, SUMBUK","Available","65","Available","1","Available","Available","1","Not Available","Available"
"S1057","EUREKA RESIDENTAL ACADEMY, HEE PEACHREAK","Not Available","0","Available","1","Not Available","Available","1","Not Available","Available"
"S1231","EUREKA RESIDENTIAL SCHOOL, HEE KENGBARI","Not Available","0","Available","1","Not Available","Available","1","Not Available","Not Available"
"S1036","EVERGREEN ENGLISH ACADEMY, MARTAM","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S1129","EVERSHINE ACADEMY, CHUBA","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S1191","EVERSHINE ACADEMY, GUMPA GHURPISEY","Not Available","0","Available","0","Not Available","Available","1","Available","Available"
"S1264","EVERSHINE ACADEMY, NANDUGAON","Not Available","0","Available","1","Available","Available","1","Not Available","Not Available"
"S0868","EVERSHINE ACADEMY, PACHEYKHANI","Not Available","0","Not Available","0","Not Available","Available","1","Not Available","Available"
"S1236","FUTURE STAR ACADEMY, ARITAR","Not Available","0","Available","1","Available","Available","1","Not Available","Not Available"
"S0069","GAIKHANA GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0007","GAIREE GOVERNMENT PRIMARY SCHOOL(SSA)","Available","6","Available","1","Not Available","Not Available","0","Not Available","Not Available"
"S0153","GANCHUNG GOVERNMENT JUNIOR HIGH SCHOOL","Available","50","Not Available","0","Available","Available","1","Not Available","Available"
"S0413","GANCHUNG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0639","GANGLA GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0186","GANGYAP GOVERNMENT PRIMARY SCHOOL (E)","Not Available","0","Available","5","Available","Available","1","Not Available","Not Available"
"S0264","GANGYAP GOVERNMENT SECONDARY SCHOOL (W)","Available","200","Available","2","Available","Available","1","Not Available","Not Available"
"S0200","GAUCHARAN GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","3","Available","Available","1","Not Available","Not Available"
"S0517","GELLING GOVERNMENT SECONDARY SCHOOL","Available","300","Available","0","Available","Available","1","Not Available","Not Available"
"S0932","GEN NEXT ACADEMY, TADONG","Available","150","Not Available","0","Available","Not Available","0","Not Available","Not Available"
"S1013","GENERATION NEXT ACADEMY, BARFUNG","Available","50","Available","1","Not Available","Not Available","0","Not Available","Not Available"
"S0281","GERETHANG GOVERNMENT SECONDARY SCHOOL","Available","300","Available","5","Available","Available","1","Available","Available"
"S0368","GHUMAUNEY GOVERNMENT PRIMARY SCHOOL","Available","25","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0984","GISELA ENGLISH MEDIUM SCHOOL, RANG RANG","Available","0","Available","1","Available","Available","1","Available","Available"
"S0369","GITANG GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","4","Available","Available","1","Not Available","Not Available"
"S0051","GNON GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","0","Available","Available","1","Not Available","Not Available"
"S0030","GNON SANGDONG GOVERNMENT JUNIOR HIGH SCHOOL","Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0423","GOAM GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","0","Not Available","Available","1","Not Available","Not Available"
"S0913","GODSUNNS PREPARATORY SCHOOL","Available","0","Available","1","Not Available","Available","1","Not Available","Available"
"S0915","GODWIN ENGLISH SCHOOL, MIDDLE CAMP","Not Available","0","Available","1","Available","Not Available","0","Not Available","Not Available"
"S0943","GOLDEN KIDS PRIMARY SCHOOL, TADONG BAZAR","Available","100","Available","2","Available","Available","1","Not Available","Not Available"
"S1235","GOOD SHEPHERD NURSERY SCHOOL PS 13TH MILE","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S1035","GOOD SHEPHERD NURSERY SCHOOL , YUKSAM","Not Available","0","Available","0","Not Available","Available","1","Not Available","Not Available"
"S0922","GOOD STARS ACADEMY, PHADAMCHEN","Not Available","0","Available","1","Not Available","Not Available","0","Not Available","Not Available"
"S1033","GOOD WILL ACADEMY, KHECHUPERI-THINGLING","Not Available","0","Available","0","Available","Not Available","0","Not Available","Not Available"
"S0015","GOR GOVERNMENT SECONDARY SCHOOL","Available","720","Available","5","Available","Available","1","Not Available","Not Available"
"C1349","GOVERNMENT INDUSTRIAL TRAINING INSTITUTE","Not Available","0","Available","0","Available","Available","0","Available","Available"
"C1339","GOVERNMENT INDUSTRIAL TRAINING INSTITUTE, RANGPO","Not Available","0","Available","0","Available","Available","0","Available","Available"
"S1203","GRACE ACADEMY, KAMRANG","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S1130","GRACE ACADEMY, MIDDLE TIKPUR","Not Available","0","Not Available","0","Not Available","Available","1","Not Available","Not Available"
"S1148","GRACE ACADEMY, RANKA","Available","400","Available","2","Available","Available","1","Not Available","Not Available"
"S1255","GRACE ENGLISH SCHOOL, SUNTALEY","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0908","GREAT HEIGHT ACADEMY, CHUJACHEN","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0971","GREEN DALE SENIOR SECONDARY SCHOOL, TADONG","Available","950","Available","7","Not Available","Available","1","Available","Available"
"S0897","GREEN FIELD ACADEMY, RALAP","Not Available","0","Available","2","Not Available","Available","1","Available","Available"
"S1208","GREEN FIELD JUNIOR HIGH SCHOOL, NAMTHANG","Available","150","Available","1","Available","Not Available","0","Not Available","Available"
"S1168","GREEN HILL ACADEMY, MELLI DARA","Available","100","Available","1","Available","Available","1","Not Available","Available"
"S1072","GREEN VALE ACADEMY, LANGANG","Not Available","0","Available","2","Available","Not Available","0","Not Available","Available"
"S1103","GREEN VALLEY ACADEMY , DODAK","Not Available","0","Not Available","0","Not Available","Available","1","Not Available","Not Available"
"S0833","GREENFINCH SCHOOL, NAMCHI","Not Available","0","Available","1","Not Available","Available","1","Not Available","Available"
"S0973","GREENVALE ACADEMY, KABI","Available","185","Available","2","Not Available","Available","2","Not Available","Available"
"S0998","GREENVALE ACADEMY, LINGMOO","Available","0","Not Available","0","Available","Available","1","Not Available","Available"
"S0861","GREENVALE ACADENY, MACHONG","Available","185","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0784","GUMPA DARA GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0451","GUMPA GHURPISEY GOVERNMENT JUNIOR HIGH SCHOOL","Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0635","GUPTIGAON GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0610","GURUNGGAON GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","2","Available","Not Available","0","Not Available","Not Available"
"S1083","GYAN JYOTI ACADEMY , BARIAKHOP","Not Available","0","Not Available","0","Not Available","Available","1","Available","Available"
"S0883","GYAN KUNJA SCHOOL, RALEY KHASEY","Not Available","0","Available","1","Not Available","Available","1","Not Available","Not Available"
"S1378","GYAN PRADAN ACADEMY","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0840","GYANJYOTI ACADEMY, MAJHITAR","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Available"
"S0303","GYANODAYA GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S1233","GYANODAYA NURSERY SCHOOL, PAKKIGAON","Available","0","Available","1","Not Available","Available","1","Available","Not Available"
"S1214","GYANUDAYA ACADEMY, MENDOGAON","Not Available","0","Available","1","Not Available","Not Available","0","Not Available","Not Available"
"S1249","HANSAVAHINI SISHU MANDIR, AMBA","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0950","HAPPY HOURS NURSERY SCHOOL, LAL MARKET","Available","300","Available","3","Not Available","Available","1","Available","Available"
